N, Insert, Lookup, Remove
52166,1.1496e-05,1.21e-07,3.678e-06
52167,1.2389e-05,1.18e-07,4.109e-06
52168,1.7246e-05,1.26e-07,5.373e-06
52169,1.1395e-05,1.32e-07,4.523e-06
52170,1.4204e-05,1.3e-07,5.451e-06
52171,2.075e-05,1.27e-07,6.032e-06
52172,1.4741e-05,1.23e-07,4.716e-06
52173,1.3317e-05,1.29e-07,6.909e-06
52174,1.1257e-05,1.17e-07,4.135e-06
52175,1.6001e-05,1.22e-07,7.047e-06
52176,1.3915e-05,1.27e-07,5.117e-06
52177,1.0612e-05,1.21e-07,2.106e-06
52178,1.6777e-05,1.28e-07,6.57e-06
52179,1.75e-05,1.25e-07,6.006e-06
52180,1.1253e-05,1.26e-07,4.322e-06
52181,8.789e-06,1.25e-07,3.031e-06
52182,1.3787e-05,1.25e-07,4.095e-06
52183,1.0993e-05,1.25e-07,4.159e-06
52184,1.1009e-05,1.23e-07,4.614e-06
52185,1.6355e-05,1.24e-07,2.943e-06
52186,1.5187e-05,1.15e-07,4.998e-06
52187,1.2743e-05,1.27e-07,4.968e-06
52188,1.3476e-05,1.4e-07,5.102e-06
52189,1.2262e-05,1.25e-07,5.87e-06
52190,2.203e-05,1.22e-07,5.083e-06
52191,1.6075e-05,1.18e-07,5.698e-06
52192,1.6311e-05,1.3e-07,4.71e-06
52193,1.287e-05,1.24e-07,4.996e-06
52194,9.04e-06,1.19e-07,3.38e-06
52195,9.214e-06,1.27e-07,4.44e-06
52196,1.2721e-05,1.2e-07,5.017e-06
52197,1.1045e-05,1.18e-07,4.449e-06
52198,1.427e-05,1.28e-07,6.328e-06
52199,1.6454e-05,1.19e-07,5.595e-06
52200,1.2341e-05,1.25e-07,3.008e-06
52201,1.7021e-05,1.17e-07,5.475e-06
52202,1.7805e-05,1.21e-07,5.443e-06
52203,1.0348e-05,1.28e-07,3.572e-06
52204,9.488e-06,1.21e-07,2.95e-06
52205,1.3675e-05,1.2e-07,4.256e-06
52206,1.6482e-05,1.21e-07,6.554e-06
52207,1.0911e-05,1.23e-07,5.033e-06
52208,1.6481e-05,1.25e-07,2.883e-06
52209,5.351e-06,1.23e-07,2.154e-06
52210,9.03e-06,1.22e-07,4.783e-06
52211,1.7721e-05,1.29e-07,6.094e-06
52212,1.5847e-05,1.31e-07,3.855e-06
52213,1.233e-05,1.21e-07,4.268e-06
52214,1.3956e-05,1.19e-07,4.755e-06
52215,1.1066e-05,1.22e-07,4.993e-06
52216,1.9839e-05,1.26e-07,7.627e-06
52217,1.0893e-05,1.23e-07,3.779e-06
52218,1.3998e-05,1.24e-07,4.599e-06
52219,1.5813e-05,1.26e-07,5.364e-06
52220,1.7921e-05,1.24e-07,4.965e-06
52221,8.739e-06,1.21e-07,3.759e-06
52222,1.7223e-05,1.27e-07,6.297e-06
52223,1.2705e-05,1.23e-07,3.746e-06
52224,2.1988e-05,1.23e-07,8.03e-06
52225,1.1441e-05,1.28e-07,4.17e-06
52226,1.4522e-05,1.19e-07,5.516e-06
52227,1.4863e-05,1.25e-07,4.689e-06
52228,1.4688e-05,1.22e-07,6.371e-06
52229,2.1804e-05,1.25e-07,7.155e-06
52230,1.0806e-05,1.19e-07,4.339e-06
52231,1.3639e-05,1.25e-07,5.277e-06
52232,1.4316e-05,1.23e-07,3.819e-06
52233,1.1493e-05,1.2e-07,4.055e-06
52234,9.821e-06,1.2e-07,3.272e-06
52235,1.4939e-05,1.22e-07,5.347e-06
52236,1.2907e-05,1.23e-07,2.936e-06
52237,1.2249e-05,1.24e-07,4.644e-06
52238,1.1918e-05,1.25e-07,4.926e-06
52239,1.142e-05,1.31e-07,4.43e-06
52240,2.085e-05,1.44e-07,4.606e-06
52241,7.916e-06,1.24e-07,2.908e-06
52242,2.0727e-05,1.24e-07,7.318e-06
52243,6.453e-06,1.21e-07,2.172e-06
52244,1.2142e-05,1.33e-07,3.821e-06
52245,9.071e-06,1.29e-07,3.382e-06
52246,1.4767e-05,1.22e-07,5.73e-06
52247,1.1011e-05,1.35e-07,5.292e-06
52248,1.761e-05,1.25e-07,5.133e-06
52249,1.7956e-05,1.17e-07,6.542e-06
52250,1.249e-05,1.24e-07,4.756e-06
52251,1.5661e-05,1.25e-07,6.735e-06
52252,1.5343e-05,1.23e-07,5.769e-06
52253,1.4015e-05,1.21e-07,5.562e-06
52254,9.121e-06,1.18e-07,2.935e-06
52255,1.9859e-05,1.2e-07,9.096e-06
52256,1.2006e-05,1.23e-07,4.608e-06
52257,1.6042e-05,1.33e-07,7.055e-06
52258,1.6791e-05,1.23e-07,5.626e-06
52259,1.7384e-05,1.4e-07,5.637e-06
52260,1.723e-05,1.29e-07,8.245e-06
52261,1.0005e-05,1.24e-07,3.261e-06
52262,1.3381e-05,1.21e-07,4.971e-06
52263,1.2023e-05,1.31e-07,4.964e-06
52264,1.3755e-05,1.2e-07,5.276e-06
52265,8.877e-06,1.2e-07,4.55e-06
52266,1.8267e-05,1.18e-07,3.381e-06
52267,7.951e-06,1.2e-07,3.01e-06
52268,1.5826e-05,1.24e-07,5.975e-06
52269,9.014e-06,1.24e-07,3.869e-06
52270,1.3059e-05,1.25e-07,4.496e-06
52271,1.2666e-05,1.22e-07,5.833e-06
52272,1.7394e-05,1.29e-07,5.5e-06
52273,1.0792e-05,1.23e-07,4.54e-06
52274,1.6261e-05,1.21e-07,7.55e-06
52275,1.5324e-05,1.23e-07,4.593e-06
52276,9.543e-06,1.2e-07,3.397e-06
52277,1.5927e-05,1.2e-07,5.54e-06
52278,1.1367e-05,1.2e-07,4.945e-06
52279,1.9498e-05,1.24e-07,6.696e-06
52280,1.8869e-05,1.21e-07,4.17e-06
52281,1.0819e-05,1.25e-07,4.275e-06
52282,1.391e-05,1.3e-07,5.541e-06
52283,1.4028e-05,1.2e-07,6.474e-06
52284,1.757e-05,1.27e-07,6.263e-06
52285,1.9265e-05,1.18e-07,5.53e-06
52286,9.377e-06,1.21e-07,3.77e-06
52287,9.312e-06,1.29e-07,3.196e-06
52288,1.0864e-05,1.2e-07,1.722e-06
52289,1.4371e-05,1.25e-07,6.565e-06
52290,1.778e-05,1.22e-07,6.13e-06
52291,1.1019e-05,1.18e-07,4.541e-06
52292,9.451e-06,1.2e-07,3.502e-06
52293,1.5849e-05,1.33e-07,6.549e-06
52294,1.1564e-05,1.21e-07,3.805e-06
52295,1.1093e-05,1.2e-07,4.563e-06
52296,9.699e-06,1.2e-07,1.69e-06
52297,1.4306e-05,1.29e-07,5.371e-06
52298,1.6262e-05,1.25e-07,4.579e-06
52299,1.1537e-05,1.28e-07,3.87e-06
52300,1.1898e-05,1.23e-07,4.716e-06
52301,1.0428e-05,1.27e-07,3.578e-06
52302,1.2154e-05,1.2e-07,4.103e-06
52303,1.3912e-05,1.19e-07,5.77e-06
52304,1.3762e-05,1.23e-07,4.548e-06
52305,6.605e-06,1.25e-07,2.525e-06
52306,1.4145e-05,1.19e-07,5.74e-06
52307,1.6657e-05,1.18e-07,3.264e-06
52308,9.848e-06,1.26e-07,3.869e-06
52309,1.2976e-05,1.24e-07,4.778e-06
52310,1.4518e-05,1.37e-07,5.648e-06
52311,1.0221e-05,1.21e-07,3.367e-06
52312,1.1181e-05,1.2e-07,3.329e-06
52313,1.4996e-05,1.21e-07,6.24e-06
52314,1.4191e-05,1.27e-07,4.898e-06
52315,2.213e-05,1.22e-07,7.032e-06
52316,1.526e-05,1.21e-07,3.453e-06
52317,1.3585e-05,1.2e-07,4.644e-06
52318,4.508e-06,1.31e-07,1.817e-06
52319,1.4152e-05,1.34e-07,6.201e-06
52320,1.3782e-05,1.21e-07,3.31e-06
52321,2.0659e-05,1.2e-07,8.193e-06
52322,1.4079e-05,1.2e-07,5.693e-06
52323,1.5176e-05,1.26e-07,4.746e-06
52324,1.0819e-05,1.18e-07,3.442e-06
52325,8.129e-06,1.23e-07,3.327e-06
52326,1.4777e-05,1.29e-07,5.731e-06
52327,1.0551e-05,1.23e-07,4.117e-06
52328,1.6004e-05,1.2e-07,5.526e-06
52329,1.0864e-05,1.26e-07,4.143e-06
52330,1.1327e-05,1.19e-07,4.561e-06
52331,1.1301e-05,1.2e-07,3.34e-06
52332,1.3258e-05,1.22e-07,4.303e-06
52333,1.8244e-05,1.22e-07,4.575e-06
52334,1.8313e-05,1.23e-07,7.606e-06
52335,1.5304e-05,1.17e-07,5.04e-06
52336,1.7524e-05,1.19e-07,5.373e-06
52337,1.3837e-05,1.25e-07,5.324e-06
52338,1.3811e-05,1.29e-07,5.07e-06
52339,1.2931e-05,1.2e-07,5.077e-06
52340,1.5607e-05,1.21e-07,5.809e-06
52341,1.4987e-05,1.21e-07,4.905e-06
52342,1.2911e-05,1.23e-07,4.39e-06
52343,8.564e-06,1.19e-07,3.715e-06
52344,1.8272e-05,1.24e-07,5.794e-06
52345,7.886e-06,1.2e-07,4.122e-06
52346,1.006e-05,1.26e-07,3.99e-06
52347,1.0367e-05,1.25e-07,4.339e-06
52348,1.2688e-05,1.23e-07,3.284e-06
52349,1.269e-05,1.24e-07,3.813e-06
52350,1.5101e-05,1.23e-07,5.381e-06
52351,1.5848e-05,1.26e-07,4.196e-06
52352,9.159e-06,1.19e-07,2.548e-06
52353,1.0986e-05,1.22e-07,5.39e-06
52354,1.2983e-05,1.28e-07,6.073e-06
52355,1.7946e-05,1.19e-07,6.955e-06
52356,1.4796e-05,1.21e-07,5.444e-06
52357,1.5662e-05,1.23e-07,6.579e-06
52358,1.977e-05,1.27e-07,7.227e-06
52359,2.041e-05,1.26e-07,5.856e-06
52360,8.737e-06,1.22e-07,2.956e-06
52361,1.4147e-05,1.22e-07,4.509e-06
52362,1.6434e-05,1.22e-07,6.634e-06
52363,1.5861e-05,1.23e-07,4.594e-06
52364,1.2933e-05,1.27e-07,5.708e-06
52365,1.5287e-05,1.2e-07,4.901e-06
52366,9.595e-06,1.21e-07,2.983e-06
52367,6.786e-06,1.2e-07,2.991e-06
52368,1.498e-05,1.22e-07,5.835e-06
52369,1.1025e-05,1.17e-07,3.363e-06
52370,1.4811e-05,1.23e-07,5.365e-06
52371,1.3096e-05,1.22e-07,6.754e-06
52372,1.2646e-05,1.2e-07,4.158e-06
52373,1.1772e-05,1.21e-07,3.913e-06
52374,1.4541e-05,1.26e-07,4.323e-06
52375,1.3496e-05,1.28e-07,5.573e-06
52376,1.8604e-05,1.29e-07,1.5618e-05
52377,1.4152e-05,1.28e-07,6.449e-06
52378,1.3889e-05,1.2e-07,3.791e-06
52379,1.0758e-05,1.26e-07,4.846e-06
52380,1.1457e-05,1.21e-07,4.852e-06
52381,1.1788e-05,1.21e-07,3.247e-06
52382,1.7752e-05,1.21e-07,6.827e-06
52383,1.9566e-05,1.18e-07,6.546e-06
52384,1.0527e-05,1.36e-07,4.304e-06
52385,1.1385e-05,1.23e-07,4.656e-06
52386,1.7583e-05,1.2e-07,5.306e-06
52387,1.553e-05,1.21e-07,6.157e-06
52388,1.5857e-05,1.23e-07,4.932e-06
52389,1.9038e-05,1.29e-07,6.053e-06
52390,1.8893e-05,1.22e-07,8.156e-06
52391,1.5527e-05,1.25e-07,6.497e-06
52392,1.61e-05,1.18e-07,6.604e-06
52393,1.1509e-05,1.22e-07,5.713e-06
52394,1.3369e-05,1.22e-07,4.622e-06
52395,1.0518e-05,1.22e-07,4.665e-06
52396,1.6704e-05,1.23e-07,6.303e-06
52397,1.8605e-05,1.26e-07,6.679e-06
52398,1.5682e-05,1.27e-07,7.224e-06
52399,1.712e-05,1.26e-07,5.239e-06
52400,1.2563e-05,1.24e-07,4.179e-06
52401,9.349e-06,1.25e-07,3.314e-06
52402,1.2185e-05,1.27e-07,4.92e-06
52403,1.6861e-05,1.29e-07,4.687e-06
52404,1.2684e-05,1.36e-07,5.422e-06
52405,1.3054e-05,1.25e-07,5.412e-06
52406,1.157e-05,1.21e-07,6.044e-06
52407,1.1437e-05,1.3e-07,3.015e-06
52408,1.1762e-05,1.21e-07,3.798e-06
52409,1.1379e-05,1.25e-07,4.398e-06
52410,1.1163e-05,1.22e-07,3.81e-06
52411,8.969e-06,1.22e-07,4.217e-06
52412,1.3617e-05,1.27e-07,3.684e-06
52413,9.971e-06,1.29e-07,2.697e-06
52414,1.1361e-05,1.22e-07,5.037e-06
52415,1.7482e-05,1.27e-07,5.006e-06
52416,1.8317e-05,1.22e-07,2.943e-06
52417,1.4649e-05,1.24e-07,7.01e-06
52418,1.5732e-05,1.26e-07,5.367e-06
52419,1.3127e-05,1.25e-07,4.192e-06
52420,1.357e-05,1.26e-07,5.399e-06
52421,1.1301e-05,1.2e-07,4.543e-06
52422,8.648e-06,1.21e-07,3.076e-06
52423,2.0701e-05,1.23e-07,5.863e-06
52424,9.367e-06,1.18e-07,4.183e-06
52425,1.6484e-05,1.18e-07,4.132e-06
52426,1.2236e-05,1.22e-07,3.936e-06
52427,8.66e-06,1.21e-07,2.435e-06
52428,1.9315e-05,1.23e-07,5.847e-06
52429,1.2783e-05,1.36e-07,5.605e-06
52430,1.7793e-05,1.27e-07,5.776e-06
52431,1.8455e-05,1.2e-07,7.526e-06
52432,1.1142e-05,1.23e-07,4.143e-06
52433,1.6625e-05,1.2e-07,6.409e-06
52434,1.6892e-05,1.26e-07,6.475e-06
52435,1.3694e-05,1.21e-07,4.168e-06
52436,1.8109e-05,1.24e-07,4.574e-06
52437,1.1481e-05,1.22e-07,5.003e-06
52438,2.2375e-05,1.23e-07,5.853e-06
52439,1.2025e-05,1.2e-07,5.193e-06
52440,2.0588e-05,1.25e-07,7.185e-06
52441,1.1784e-05,1.22e-07,4.669e-06
52442,1.0197e-05,1.2e-07,2.879e-06
52443,1.2212e-05,1.28e-07,4.804e-06
52444,1.6686e-05,1.2e-07,5.039e-06
52445,9.878e-06,1.18e-07,2.849e-06
52446,1.5205e-05,1.22e-07,6.2e-06
52447,9.054e-06,1.23e-07,4.206e-06
52448,1.7055e-05,1.22e-07,6.98e-06
52449,1.1049e-05,1.23e-07,4.798e-06
52450,1.0496e-05,1.2e-07,3.724e-06
52451,1.7531e-05,1.27e-07,7.299e-06
52452,2.1428e-05,1.31e-07,4.255e-06
52453,7.274e-06,1.2e-07,3.744e-06
52454,6.259e-06,1.21e-07,1.672e-06
52455,1.5238e-05,1.24e-07,4.201e-06
52456,1.5446e-05,1.22e-07,5.574e-06
52457,1.2609e-05,1.17e-07,5.397e-06
52458,1.4972e-05,1.21e-07,4.713e-06
52459,2.0053e-05,1.2e-07,7.342e-06
52460,1.5145e-05,1.23e-07,5.02e-06
52461,1.2322e-05,1.22e-07,4.223e-06
52462,8.622e-06,1.2e-07,3.711e-06
52463,1.2406e-05,1.22e-07,5.331e-06
52464,1.4116e-05,1.19e-07,3.798e-06
52465,1.0768e-05,1.22e-07,4.946e-06
52466,1.2109e-05,1.23e-07,3.683e-06
52467,1.813e-05,1.26e-07,5.089e-06
52468,1.2124e-05,1.21e-07,5.445e-06
52469,1.9881e-05,1.27e-07,5.425e-06
52470,8.023e-06,1.24e-07,3.282e-06
52471,1.9964e-05,1.24e-07,4.779e-06
52472,1.3471e-05,1.25e-07,5.433e-06
52473,4.903e-06,1.2e-07,1.67e-06
52474,1.0523e-05,1.62e-07,4.984e-06
52475,1.4373e-05,1.22e-07,5.106e-06
52476,1.5066e-05,1.24e-07,4.941e-06
52477,1.1443e-05,1.28e-07,3.878e-06
52478,1.0501e-05,1.21e-07,3.856e-06
52479,1.3162e-05,1.23e-07,4.239e-06
52480,7.455e-06,1.18e-07,2.549e-06
52481,1.7997e-05,1.24e-07,7.888e-06
52482,1.1617e-05,1.34e-07,2.543e-06
52483,1.4425e-05,1.23e-07,3.769e-06
52484,1.4643e-05,1.19e-07,5.569e-06
52485,1.5432e-05,1.21e-07,4.302e-06
52486,8.979e-06,1.21e-07,3.629e-06
52487,1.4744e-05,1.26e-07,6.269e-06
52488,1.8122e-05,1.19e-07,6.205e-06
52489,1.035e-05,1.24e-07,3.391e-06
52490,1.9474e-05,1.27e-07,6.112e-06
52491,1.3978e-05,1.2e-07,5.338e-06
52492,1.1406e-05,1.15e-07,4.189e-06
52493,1.7693e-05,1.3e-07,5.496e-06
52494,9.318e-06,1.19e-07,4.705e-06
52495,1.052e-05,1.21e-07,3.36e-06
52496,1.0286e-05,1.2e-07,3.058e-06
52497,1.2812e-05,1.18e-07,2.918e-06
52498,1.0463e-05,1.22e-07,3.878e-06
52499,1.4973e-05,1.2e-07,6.674e-06
52500,1.4047e-05,1.18e-07,4.28e-06
52501,1.5086e-05,1.2e-07,4.55e-06
52502,1.2167e-05,1.22e-07,3.861e-06
52503,1.6803e-05,1.18e-07,7.04e-06
52504,1.3479e-05,1.18e-07,4.159e-06
52505,1.5056e-05,1.19e-07,4.469e-06
52506,1.6134e-05,1.2e-07,7.084e-06
52507,1.7383e-05,1.2e-07,7.127e-06
52508,1.3899e-05,1.24e-07,2.855e-06
52509,9.581e-06,1.24e-07,4.164e-06
52510,1.4344e-05,1.22e-07,4.971e-06
52511,1.305e-05,1.2e-07,3.852e-06
52512,1.4121e-05,1.19e-07,4.626e-06
52513,8.309e-06,1.21e-07,3.936e-06
52514,1.5885e-05,1.29e-07,6.163e-06
52515,1.2677e-05,1.23e-07,4.343e-06
52516,2.1426e-05,1.3e-07,2.261e-06
52517,1.0819e-05,1.29e-07,4.077e-06
52518,1.5023e-05,1.21e-07,5.057e-06
52519,1.77e-05,1.27e-07,7.411e-06
52520,1.9555e-05,1.23e-07,7.143e-06
52521,1.5164e-05,1.2e-07,5.817e-06
52522,1.3025e-05,1.2e-07,3.973e-06
52523,1.7514e-05,1.22e-07,7.109e-06
52524,1.9681e-05,1.26e-07,8.276e-06
52525,1.2107e-05,1.24e-07,5.077e-06
52526,1.1753e-05,1.23e-07,5.824e-06
52527,1.2121e-05,1.18e-07,5.075e-06
52528,1.4823e-05,1.19e-07,3.74e-06
52529,9.295e-06,1.28e-07,2.66e-06
52530,8.355e-06,1.21e-07,3.243e-06
52531,8.417e-06,1.2e-07,1.426e-06
52532,1.2814e-05,1.18e-07,4.985e-06
52533,1.7699e-05,1.22e-07,5.527e-06
52534,1.3171e-05,1.25e-07,5.965e-06
52535,9.433e-06,1.25e-07,3.787e-06
52536,1.9295e-05,1.3e-07,7.501e-06
52537,1.5811e-05,1.22e-07,5.886e-06
52538,1.8176e-05,1.22e-07,3.784e-06
52539,1.3492e-05,1.2e-07,4.557e-06
52540,1.4033e-05,1.2e-07,5.368e-06
52541,1.7497e-05,1.24e-07,6.443e-06
52542,1.8414e-05,1.26e-07,6.297e-06
52543,1.4373e-05,1.25e-07,5.401e-06
52544,1.3677e-05,1.23e-07,4.014e-06
52545,2.1042e-05,1.21e-07,6.306e-06
52546,1.3382e-05,1.25e-07,5.719e-06
52547,1.9201e-05,1.26e-07,4.61e-06
52548,1.3353e-05,1.22e-07,6.489e-06
52549,1.4413e-05,1.27e-07,4.242e-06
52550,1.4019e-05,1.28e-07,5.495e-06
52551,1.4553e-05,1.23e-07,3.8e-06
52552,1.2125e-05,1.22e-07,3.921e-06
52553,1.6304e-05,1.19e-07,6.164e-06
52554,1.0359e-05,1.2e-07,3.812e-06
52555,1.4884e-05,1.26e-07,5.217e-06
52556,1.4375e-05,1.21e-07,4.619e-06
52557,8.025e-06,1.17e-07,3.851e-06
52558,1.3036e-05,1.16e-07,4.099e-06
52559,1.3284e-05,1.26e-07,3.449e-06
52560,1.1157e-05,1.2e-07,4.099e-06
52561,1.0335e-05,1.19e-07,3.185e-06
52562,1.0602e-05,1.23e-07,3.317e-06
52563,2.0385e-05,1.17e-07,6.292e-06
52564,1.4762e-05,1.29e-07,4.988e-06
52565,1.4481e-05,1.22e-07,5.707e-06
52566,1.2262e-05,1.19e-07,3.514e-06
52567,1.4739e-05,1.29e-07,5.904e-06
52568,1.7526e-05,1.29e-07,3.179e-06
52569,2.0344e-05,1.23e-07,7.732e-06
52570,1.213e-05,1.24e-07,5.032e-06
52571,1.1796e-05,1.22e-07,3.964e-06
52572,1.6337e-05,1.22e-07,3.811e-06
52573,1.8267e-05,1.2e-07,6.169e-06
52574,1.6745e-05,1.2e-07,4.532e-06
52575,7.77e-06,1.19e-07,3.578e-06
52576,1.9529e-05,1.23e-07,5.202e-06
52577,1.9748e-05,1.3e-07,6.459e-06
52578,1.6716e-05,1.22e-07,6.308e-06
52579,1.1655e-05,1.2e-07,3.304e-06
52580,1.3044e-05,1.23e-07,5.931e-06
52581,1.3177e-05,1.26e-07,4.984e-06
52582,1.8613e-05,1.24e-07,5.529e-06
52583,1.0827e-05,1.21e-07,3.804e-06
52584,1.5127e-05,1.28e-07,5.769e-06
52585,9.418e-06,1.21e-07,3.327e-06
52586,1.0144e-05,1.25e-07,3.49e-06
52587,1.215e-05,1.2e-07,4.951e-06
52588,1.2716e-05,1.21e-07,4.858e-06
52589,1.2339e-05,1.22e-07,4.521e-06
52590,1.5022e-05,1.27e-07,4.297e-06
52591,1.0573e-05,1.2e-07,4.151e-06
52592,1.2473e-05,1.19e-07,3.905e-06
52593,1.808e-05,1.19e-07,6.802e-06
52594,1.6306e-05,1.21e-07,4.577e-06
52595,7.92e-06,1.24e-07,2.998e-06
52596,1.0126e-05,1.21e-07,2.987e-06
52597,1.3122e-05,1.2e-07,6.124e-06
52598,2.1232e-05,1.22e-07,6.062e-06
52599,2.0383e-05,1.2e-07,7.779e-06
52600,9.062e-06,1.25e-07,3.371e-06
52601,1.2772e-05,1.21e-07,4.592e-06
52602,1.2266e-05,1.25e-07,3.506e-06
52603,1.5871e-05,1.22e-07,4.567e-06
52604,1.7037e-05,1.2e-07,6.006e-06
52605,1.1582e-05,1.21e-07,4.233e-06
52606,1.5685e-05,1.31e-07,4.639e-06
52607,1.6563e-05,1.36e-07,7.078e-06
52608,1.7187e-05,1.22e-07,6.397e-06
52609,1.0149e-05,1.25e-07,4.221e-06
52610,1.5649e-05,1.23e-07,4.906e-06
52611,1.7337e-05,1.25e-07,7.802e-06
52612,1.0216e-05,1.2e-07,3.795e-06
52613,1.3471e-05,1.21e-07,5.125e-06
52614,9.329e-06,1.28e-07,4.048e-06
52615,1.6443e-05,1.15e-07,5.069e-06
52616,9.37e-06,1.18e-07,2.961e-06
52617,1.2464e-05,1.23e-07,6.548e-06
52618,2.0602e-05,1.19e-07,5.422e-06
52619,1.7531e-05,1.22e-07,5.82e-06
52620,9.545e-06,1.36e-07,3.419e-06
52621,9.142e-06,1.3e-07,3.795e-06
52622,1.2083e-05,1.18e-07,2.441e-06
52623,1.0988e-05,1.22e-07,4.983e-06
52624,1.6729e-05,1.19e-07,6.708e-06
52625,1.468e-05,1.18e-07,4.877e-06
52626,1.3042e-05,1.15e-07,5.181e-06
52627,1.8854e-05,1.21e-07,5.048e-06
52628,1.2434e-05,1.2e-07,4.939e-06
52629,1.0893e-05,1.21e-07,2.994e-06
52630,1.3733e-05,1.2e-07,5.955e-06
52631,1.6804e-05,1.21e-07,6.263e-06
52632,1.8799e-05,1.15e-07,6.566e-06
52633,1.2055e-05,1.21e-07,4.205e-06
52634,1.0544e-05,1.25e-07,3.852e-06
52635,1.7081e-05,1.17e-07,5.713e-06
52636,1.6387e-05,1.2e-07,6.341e-06
52637,9.132e-06,1.21e-07,2.931e-06
52638,1.6657e-05,1.27e-07,5.051e-06
52639,1.4442e-05,1.29e-07,5.085e-06
52640,6.314e-06,1.27e-07,2.04e-06
52641,1.761e-05,1.21e-07,7.267e-06
52642,9.76e-06,1.23e-07,3.968e-06
52643,1.0882e-05,1.2e-07,3.924e-06
52644,1.0015e-05,1.31e-07,4.284e-06
52645,1.6617e-05,1.24e-07,4.172e-06
52646,1.2363e-05,1.25e-07,3.831e-06
52647,1.4627e-05,1.22e-07,5.495e-06
52648,1.6992e-05,1.2e-07,4.55e-06
52649,1.339e-05,1.27e-07,4.677e-06
52650,1.3247e-05,1.24e-07,2.982e-06
52651,1.0358e-05,1.28e-07,3.9e-06
52652,1.791e-05,1.19e-07,8.094e-06
52653,1.3247e-05,1.18e-07,4.607e-06
52654,2.1605e-05,1.29e-07,3.927e-06
52655,9.05e-06,1.26e-07,3.251e-06
52656,8.349e-06,1.17e-07,2.861e-06
52657,1.2005e-05,1.22e-07,3.837e-06
52658,1.1043e-05,1.19e-07,4.934e-06
52659,1.7252e-05,1.16e-07,6.792e-06
52660,1.7432e-05,1.21e-07,7.514e-06
52661,9.336e-06,1.17e-07,4.254e-06
52662,1.4712e-05,1.21e-07,4.311e-06
52663,1.4189e-05,1.19e-07,4.192e-06
52664,2.4282e-05,1.22e-07,8.817e-06
52665,1.2634e-05,1.22e-07,5.537e-06
52666,1.3912e-05,1.2e-07,4.159e-06
52667,1.4911e-05,1.17e-07,4.476e-06
52668,1.6596e-05,1.25e-07,7.383e-06
52669,1.6096e-05,1.28e-07,5.358e-06
52670,1.1728e-05,1.22e-07,3.487e-06
52671,1.2375e-05,1.22e-07,4.626e-06
52672,1.054e-05,1.15e-07,4.093e-06
52673,8.014e-06,1.18e-07,3.009e-06
52674,1.1043e-05,1.26e-07,3.765e-06
52675,1.6914e-05,1.35e-07,3.91e-06
52676,8.348e-06,1.31e-07,3.174e-06
52677,1.2308e-05,1.34e-07,4.27e-06
52678,2.3093e-05,1.2e-07,6.352e-06
52679,1.3378e-05,1.2e-07,5.493e-06
52680,1.1587e-05,1.2e-07,4.583e-06
52681,1.17e-05,1.33e-07,4.128e-06
52682,1.0973e-05,1.23e-07,3.46e-06
52683,1.4178e-05,1.19e-07,3.958e-06
52684,1.6738e-05,1.31e-07,6.044e-06
52685,1.2386e-05,1.23e-07,2.941e-06
52686,1.8184e-05,1.35e-07,7.011e-06
52687,1.3446e-05,1.38e-07,5.79e-06
52688,1.2543e-05,1.32e-07,4.552e-06
52689,1.7956e-05,1.2e-07,6.517e-06
52690,1.3174e-05,1.28e-07,4.742e-06
52691,1.2924e-05,1.21e-07,5.201e-06
52692,1.3263e-05,1.19e-07,5.146e-06
52693,1.4214e-05,1.19e-07,3.866e-06
52694,9.585e-06,1.21e-07,3.894e-06
52695,1.3289e-05,1.26e-07,6.171e-06
52696,1.2535e-05,1.19e-07,4.178e-06
52697,1.6677e-05,1.22e-07,5.385e-06
52698,1.1115e-05,1.21e-07,3.858e-06
52699,7.557e-06,1.22e-07,3.952e-06
52700,1.1615e-05,1.22e-07,3.692e-06
52701,1.3237e-05,1.24e-07,5.724e-06
52702,1.2902e-05,1.23e-07,5.601e-06
52703,1.4973e-05,1.23e-07,4.676e-06
52704,2.0915e-05,1.23e-07,5.758e-06
52705,1.4926e-05,1.22e-07,7.683e-06
52706,1.0043e-05,1.23e-07,2.502e-06
52707,1.6214e-05,1.19e-07,8.372e-06
52708,2.021e-05,1.28e-07,7.059e-06
52709,1.2557e-05,1.26e-07,4.406e-06
52710,1.2915e-05,1.2e-07,6.142e-06
52711,8.915e-06,1.31e-07,4.363e-06
52712,1.9879e-05,1.23e-07,7.381e-06
52713,1.5683e-05,1.26e-07,6.317e-06
52714,2.0476e-05,1.25e-07,7.232e-06
52715,2.153e-05,1.21e-07,7.622e-06
52716,1.4065e-05,1.18e-07,6.027e-06
52717,9.784e-06,1.19e-07,3.241e-06
52718,1.3389e-05,1.23e-07,5.631e-06
52719,1.7626e-05,1.32e-07,7.1e-06
52720,8.172e-06,1.21e-07,3.381e-06
52721,1.2763e-05,1.22e-07,4.162e-06
52722,1.4916e-05,1.27e-07,5.228e-06
52723,1.703e-05,1.23e-07,4.584e-06
52724,1.1344e-05,1.28e-07,1.734e-06
52725,1.1688e-05,1.19e-07,5.051e-06
52726,1.1048e-05,1.22e-07,3.935e-06
52727,1.4771e-05,1.32e-07,5.455e-06
52728,1.4469e-05,1.24e-07,6.753e-06
52729,1.1926e-05,1.24e-07,4.575e-06
