N, Insert, Lookup, Remove
52730,1.3703e-05,1.2e-07,3.855e-06
52731,1.3416e-05,1.19e-07,5.196e-06
52732,1.3718e-05,1.26e-07,5.631e-06
52733,1.2244e-05,1.29e-07,3.862e-06
52734,1.4909e-05,1.2e-07,6.591e-06
52735,1.5439e-05,1.28e-07,4.687e-06
52736,1.666e-05,1.23e-07,5.934e-06
52737,1.0853e-05,1.24e-07,4.496e-06
52738,1.5409e-05,1.19e-07,5.795e-06
52739,9.884e-06,1.2e-07,3.817e-06
52740,8.967e-06,1.28e-07,2.649e-06
52741,1.2902e-05,1.29e-07,3.848e-06
52742,1.3814e-05,1.23e-07,5.806e-06
52743,1.2751e-05,1.23e-07,3.383e-06
52744,1.8598e-05,1.21e-07,6.173e-06
52745,1.7671e-05,1.23e-07,4.816e-06
52746,1.6098e-05,1.22e-07,3.824e-06
52747,2.1769e-05,1.21e-07,8.252e-06
52748,1.7745e-05,1.23e-07,5.444e-06
52749,1.1304e-05,1.31e-07,4.369e-06
52750,1.3678e-05,1.21e-07,5.23e-06
52751,9.759e-06,1.25e-07,2.56e-06
52752,1.2065e-05,1.24e-07,4.73e-06
52753,1.5809e-05,1.21e-07,3.373e-06
52754,1.1421e-05,1.31e-07,5.035e-06
52755,1.4774e-05,1.32e-07,5.118e-06
52756,1.2638e-05,1.2e-07,5.152e-06
52757,1.7813e-05,1.21e-07,6.175e-06
52758,1.4554e-05,1.23e-07,5.904e-06
52759,1.8496e-05,1.26e-07,5.842e-06
52760,1.5797e-05,1.21e-07,6.182e-06
52761,1.6721e-05,1.29e-07,5.245e-06
52762,1.5342e-05,1.26e-07,3.969e-06
52763,1.7832e-05,1.28e-07,6.751e-06
52764,1.6466e-05,1.25e-07,5.478e-06
52765,1.423e-05,1.32e-07,3.549e-06
52766,1.0911e-05,1.27e-07,4.68e-06
52767,2.0846e-05,1.27e-07,8.394e-06
52768,1.3118e-05,1.23e-07,3.77e-06
52769,1.185e-05,1.26e-07,4.093e-06
52770,5.653e-06,1.25e-07,1.693e-06
52771,1.3502e-05,1.26e-07,5.363e-06
52772,1.4567e-05,1.28e-07,6.514e-06
52773,1.2585e-05,1.25e-07,3.689e-06
52774,1.176e-05,1.21e-07,4.215e-06
52775,1.777e-05,1.23e-07,4.272e-06
52776,1.2127e-05,1.2e-07,4.633e-06
52777,8.448e-06,1.18e-07,2.481e-06
52778,1.2195e-05,1.28e-07,4.563e-06
52779,5.048e-06,1.24e-07,2.443e-06
52780,1.0028e-05,1.21e-07,3.801e-06
52781,2.0282e-05,1.18e-07,5.007e-06
52782,1.0612e-05,1.2e-07,3.372e-06
52783,1.174e-05,1.21e-07,4.716e-06
52784,1.751e-05,1.23e-07,6.585e-06
52785,1.0332e-05,1.19e-07,3.866e-06
52786,1.2997e-05,1.32e-07,3.781e-06
52787,1.0074e-05,1.2e-07,2.054e-06
52788,1.5414e-05,1.2e-07,5.296e-06
52789,1.4255e-05,1.21e-07,5.659e-06
52790,1.6559e-05,1.27e-07,7.856e-06
52791,1.5713e-05,1.2e-07,5.447e-06
52792,1.5739e-05,1.29e-07,6.183e-06
52793,1.3608e-05,1.3e-07,5.06e-06
52794,1.4503e-05,1.18e-07,5.129e-06
52795,2.0011e-05,1.24e-07,6.691e-06
52796,1.4583e-05,1.2e-07,5.866e-06
52797,1.5036e-05,1.2e-07,4.59e-06
52798,1.4963e-05,1.26e-07,6.669e-06
52799,1.1029e-05,1.23e-07,3.789e-06
52800,1.1195e-05,1.36e-07,3.415e-06
52801,1.0908e-05,1.58e-07,4.345e-06
52802,8.897e-06,1.24e-07,3.155e-06
52803,1.7398e-05,1.21e-07,5.832e-06
52804,8.259e-06,1.21e-07,2.957e-06
52805,1.3692e-05,1.2e-07,5.067e-06
52806,1.0349e-05,1.39e-07,3.79e-06
52807,8.87e-06,1.23e-07,4.234e-06
52808,1.4137e-05,1.2e-07,4.464e-06
52809,1.9403e-05,1.17e-07,4.995e-06
52810,1.4891e-05,1.24e-07,5.412e-06
52811,1.6533e-05,1.22e-07,8.451e-06
52812,8.196e-06,1.21e-07,2.913e-06
52813,8.741e-06,1.18e-07,3.445e-06
52814,1.7398e-05,1.23e-07,5.056e-06
52815,1.2964e-05,1.19e-07,5.541e-06
52816,1.0818e-05,1.32e-07,3.421e-06
52817,1.2695e-05,1.21e-07,5.775e-06
52818,1.7015e-05,1.2e-07,7.81e-06
52819,8.88e-06,1.18e-07,3.447e-06
52820,1.3804e-05,1.22e-07,4.868e-06
52821,1.5614e-05,1.21e-07,4.168e-06
52822,1.2703e-05,1.23e-07,4.622e-06
52823,1.0994e-05,1.27e-07,4.509e-06
52824,1.9409e-05,1.2e-07,6.757e-06
52825,1.0905e-05,1.23e-07,4.998e-06
52826,1.5726e-05,1.23e-07,5.276e-06
52827,1.4327e-05,1.19e-07,4.547e-06
52828,1.7538e-05,1.25e-07,6.657e-06
52829,1.4931e-05,1.27e-07,5.273e-06
52830,1.2723e-05,1.23e-07,4.801e-06
52831,1.0967e-05,1.2e-07,3.77e-06
52832,1.9971e-05,1.28e-07,8.303e-06
52833,1.3369e-05,1.3e-07,4.737e-06
52834,1.1996e-05,1.21e-07,5.032e-06
52835,1.2134e-05,1.23e-07,3.76e-06
52836,2.1612e-05,1.28e-07,8.735e-06
52837,1.5426e-05,1.2e-07,4.522e-06
52838,1.4125e-05,1.24e-07,5.012e-06
52839,8.059e-06,1.27e-07,3.424e-06
52840,2.088e-05,1.25e-07,7.664e-06
52841,1.009e-05,1.28e-07,3.884e-06
52842,7.678e-06,1.16e-07,2.501e-06
52843,1.1783e-05,1.27e-07,3.786e-06
52844,1.7022e-05,1.24e-07,6.871e-06
52845,5.631e-06,1.34e-07,2.499e-06
52846,1.4243e-05,1.22e-07,4.184e-06
52847,1.0268e-05,1.19e-07,4.387e-06
52848,1.2915e-05,1.21e-07,5.34e-06
52849,1.7263e-05,1.21e-07,3.854e-06
52850,1.3082e-05,1.22e-07,5.039e-06
52851,1.1183e-05,1.21e-07,4.919e-06
52852,1.3359e-05,1.32e-07,4.892e-06
52853,1.0705e-05,1.2e-07,4.586e-06
52854,1.7843e-05,1.19e-07,5.094e-06
52855,1.5785e-05,1.24e-07,6.77e-06
52856,1.0635e-05,1.21e-07,5.415e-06
52857,9.494e-06,1.23e-07,3.786e-06
52858,2.0525e-05,1.21e-07,6.516e-06
52859,1.2478e-05,1.2e-07,5.099e-06
52860,1.8889e-05,1.21e-07,5.09e-06
52861,1.4757e-05,1.2e-07,5.815e-06
52862,1.5832e-05,1.22e-07,6.023e-06
52863,1.8725e-05,1.2e-07,8.509e-06
52864,1.1347e-05,1.18e-07,3.386e-06
52865,1.4268e-05,1.25e-07,3.349e-06
52866,1.0209e-05,1.22e-07,3.277e-06
52867,1.184e-05,1.21e-07,5.039e-06
52868,1.4808e-05,1.21e-07,3.396e-06
52869,1.1768e-05,1.25e-07,3.403e-06
52870,1.4109e-05,1.24e-07,4.376e-06
52871,1.3196e-05,1.23e-07,4.573e-06
52872,1.1632e-05,1.17e-07,3.415e-06
52873,1.7422e-05,1.32e-07,5.836e-06
52874,7.559e-06,1.23e-07,4.41e-06
52875,2.1114e-05,1.24e-07,8.481e-06
52876,1.3002e-05,1.24e-07,4.442e-06
52877,1.3861e-05,1.25e-07,5.284e-06
52878,1.2525e-05,1.26e-07,4.071e-06
52879,2.1735e-05,1.23e-07,6.483e-06
52880,1.3746e-05,1.27e-07,5.472e-06
52881,1.2203e-05,1.18e-07,3.776e-06
52882,1.1484e-05,1.2e-07,2.391e-06
52883,1.4832e-05,1.21e-07,5.766e-06
52884,1.8717e-05,1.31e-07,6.899e-06
52885,1.4384e-05,1.22e-07,4.654e-06
52886,1.018e-05,1.24e-07,4.939e-06
52887,1.2715e-05,1.2e-07,4.684e-06
52888,1.2601e-05,1.2e-07,4.492e-06
52889,1.7841e-05,1.2e-07,6.121e-06
52890,1.2569e-05,1.21e-07,4.238e-06
52891,2.3958e-05,1.27e-07,7.177e-06
52892,1.8238e-05,1.23e-07,7.645e-06
52893,1.5359e-05,1.25e-07,6.181e-06
52894,1.6275e-05,1.24e-07,5.522e-06
52895,1.5256e-05,1.25e-07,5.498e-06
52896,1.3066e-05,1.27e-07,4.351e-06
52897,1.5957e-05,1.26e-07,5.875e-06
52898,1.5e-05,1.31e-07,4.008e-06
52899,1.1281e-05,1.23e-07,4.394e-06
52900,1.4714e-05,1.31e-07,5.843e-06
52901,1.5797e-05,1.24e-07,3.942e-06
52902,1.243e-05,1.18e-07,3.335e-06
52903,8.443e-06,1.22e-07,2.425e-06
52904,1.0494e-05,1.22e-07,3.935e-06
52905,1.72e-05,1.26e-07,5.69e-06
52906,8.979e-06,1.21e-07,2.965e-06
52907,1.0345e-05,1.24e-07,4.323e-06
52908,1.8567e-05,1.32e-07,7.116e-06
52909,1.4802e-05,1.2e-07,5.763e-06
52910,1.2968e-05,1.3e-07,5.248e-06
52911,8.166e-06,1.34e-07,3.676e-06
52912,1.862e-05,1.22e-07,5.466e-06
52913,1.0096e-05,1.22e-07,4.564e-06
52914,1.0198e-05,1.19e-07,2.563e-06
52915,1.2361e-05,1.25e-07,4.534e-06
52916,1.212e-05,1.22e-07,5.121e-06
52917,1.3824e-05,1.2e-07,3.827e-06
52918,1.8215e-05,1.21e-07,5.729e-06
52919,1.2913e-05,1.25e-07,5.64e-06
52920,1.3272e-05,1.23e-07,5.77e-06
52921,1.9871e-05,1.17e-07,7.609e-06
52922,1.0765e-05,1.31e-07,3.491e-06
52923,1.5713e-05,1.22e-07,6.806e-06
52924,1.4046e-05,1.27e-07,4.716e-06
52925,2.1978e-05,1.21e-07,3.476e-06
52926,1.4131e-05,1.27e-07,5.554e-06
52927,1.0926e-05,1.23e-07,3.784e-06
52928,1.5274e-05,1.2e-07,4.694e-06
52929,1.2419e-05,1.3e-07,4.54e-06
52930,1.6381e-05,1.22e-07,5.453e-06
52931,2.7289e-05,1.29e-07,6.475e-06
52932,4.96e-06,1.22e-07,2.563e-06
52933,1.6194e-05,1.3e-07,4.571e-06
52934,1.758e-05,1.24e-07,6.914e-06
52935,1.5288e-05,1.2e-07,4.802e-06
52936,9.317e-06,1.17e-07,3.734e-06
52937,1.3082e-05,1.3e-07,4.165e-06
52938,1.0997e-05,1.19e-07,3.252e-06
52939,1.2378e-05,1.23e-07,4.599e-06
52940,1.3286e-05,1.19e-07,5.275e-06
52941,2.0498e-05,1.3e-07,5.826e-06
52942,1.393e-05,1.18e-07,3.866e-06
52943,1.4326e-05,1.2e-07,4.991e-06
52944,1.9206e-05,1.24e-07,6.786e-06
52945,1.7935e-05,1.28e-07,6.415e-06
52946,1.1537e-05,1.25e-07,4.834e-06
52947,1.1047e-05,1.25e-07,4.532e-06
52948,1.8541e-05,1.19e-07,5.631e-06
52949,1.3102e-05,1.27e-07,5.092e-06
52950,1.4312e-05,1.23e-07,4.665e-06
52951,1.4775e-05,1.2e-07,5.397e-06
52952,1.1299e-05,1.23e-07,4.67e-06
52953,1.307e-05,1.32e-07,3.73e-06
52954,1.1502e-05,1.3e-07,5.168e-06
52955,1.1685e-05,1.22e-07,5.056e-06
52956,1.3892e-05,1.34e-07,3.79e-06
52957,7.372e-06,1.25e-07,1.75e-06
52958,1.896e-05,1.25e-07,7.464e-06
52959,9.916e-06,1.27e-07,3.426e-06
52960,1.2818e-05,1.2e-07,4.696e-06
52961,1.7077e-05,1.36e-07,5.423e-06
52962,1.1867e-05,1.25e-07,4.185e-06
52963,1.1262e-05,1.29e-07,5.316e-06
52964,1.6042e-05,1.3e-07,3.365e-06
52965,9.942e-06,1.25e-07,5.071e-06
52966,1.0409e-05,1.24e-07,4.559e-06
52967,1.1523e-05,1.25e-07,3.875e-06
52968,1.2494e-05,1.22e-07,5.473e-06
52969,1.5862e-05,1.3e-07,5.801e-06
52970,1.381e-05,1.25e-07,5.697e-06
52971,1.5728e-05,1.23e-07,3.717e-06
52972,1.3936e-05,1.2e-07,4.805e-06
52973,1.0343e-05,1.21e-07,3.888e-06
52974,1.0773e-05,1.23e-07,4.161e-06
52975,1.0628e-05,1.25e-07,2.121e-06
52976,1.7714e-05,1.2e-07,5.942e-06
52977,1.3137e-05,1.22e-07,5.012e-06
52978,1.1423e-05,1.19e-07,3.843e-06
52979,7.211e-06,1.2e-07,3.285e-06
52980,1.6256e-05,1.25e-07,6.348e-06
52981,1.4039e-05,1.2e-07,4.561e-06
52982,6.368e-06,1.23e-07,3.482e-06
52983,1.2319e-05,1.19e-07,5.406e-06
52984,1.5526e-05,1.22e-07,2.501e-06
52985,1.3021e-05,1.24e-07,5.439e-06
52986,1.503e-05,1.25e-07,6.32e-06
52987,1.3966e-05,1.27e-07,7.296e-06
52988,1.3973e-05,1.23e-07,6.415e-06
52989,1.4692e-05,1.29e-07,5.044e-06
52990,1.4255e-05,1.25e-07,5.754e-06
52991,1.477e-05,1.23e-07,3.887e-06
52992,1.756e-05,1.14e-07,4.891e-06
52993,6.319e-06,1.18e-07,2.926e-06
52994,1.8034e-05,1.3e-07,7.521e-06
52995,9.457e-06,1.32e-07,4.484e-06
52996,1.178e-05,1.22e-07,4.514e-06
52997,1.1316e-05,1.21e-07,4.184e-06
52998,1.1622e-05,1.23e-07,4.15e-06
52999,1.6624e-05,1.25e-07,5.817e-06
53000,1.3661e-05,1.3e-07,5.922e-06
53001,1.1095e-05,1.23e-07,2.115e-06
53002,8.522e-06,1.25e-07,3.363e-06
53003,1.1506e-05,1.18e-07,3.658e-06
53004,1.476e-05,1.2e-07,7.575e-06
53005,1.7195e-05,1.22e-07,5.419e-06
53006,2.0356e-05,1.28e-07,6.303e-06
53007,1.2868e-05,1.2e-07,5.547e-06
53008,1.1769e-05,1.2e-07,4.673e-06
53009,1.071e-05,1.24e-07,3.424e-06
53010,1.6727e-05,1.21e-07,4.241e-06
53011,1.232e-05,1.21e-07,4.532e-06
53012,6.552e-06,1.22e-07,1.744e-06
53013,1.4593e-05,1.2e-07,5.444e-06
53014,1.3156e-05,1.24e-07,4.161e-06
53015,1.6663e-05,1.23e-07,6.797e-06
53016,8.442e-06,1.26e-07,3.355e-06
53017,1.3712e-05,1.33e-07,4.492e-06
53018,1.3802e-05,1.25e-07,5.734e-06
53019,1.4387e-05,1.25e-07,5.009e-06
53020,1.1174e-05,1.27e-07,3.157e-06
53021,2.5913e-05,1.3e-07,9.284e-06
53022,1.85e-05,1.33e-07,6.905e-06
53023,1.0376e-05,1.26e-07,4.024e-06
53024,1.3714e-05,1.29e-07,4.175e-06
53025,1.5045e-05,1.2e-07,5.993e-06
53026,1.1741e-05,1.22e-07,4.186e-06
53027,1.348e-05,1.24e-07,3.951e-06
53028,7.467e-06,1.24e-07,3.838e-06
53029,1.1187e-05,1.22e-07,3.375e-06
53030,1.3356e-05,1.21e-07,4.269e-06
53031,9.843e-06,1.16e-07,4.335e-06
53032,1.2863e-05,1.2e-07,3.391e-06
53033,1.2851e-05,1.19e-07,4.969e-06
53034,1.3504e-05,1.26e-07,4.69e-06
53035,1.7757e-05,1.23e-07,6.654e-06
53036,1.1572e-05,1.22e-07,4.684e-06
53037,1.2259e-05,1.28e-07,4.049e-06
53038,1.1834e-05,1.2e-07,4.67e-06
53039,1.3713e-05,1.2e-07,5.783e-06
53040,1.3556e-05,1.21e-07,5.783e-06
53041,1.0897e-05,1.36e-07,3.939e-06
53042,1.8153e-05,1.21e-07,5.416e-06
53043,1.1279e-05,1.23e-07,5.024e-06
53044,1.7614e-05,1.24e-07,6.154e-06
53045,5.929e-06,1.23e-07,2.144e-06
53046,1.2513e-05,1.23e-07,5.592e-06
53047,7.459e-06,1.18e-07,2.158e-06
53048,9.376e-06,1.22e-07,3.839e-06
53049,1.2327e-05,1.22e-07,4.229e-06
53050,1.5591e-05,1.31e-07,4.841e-06
53051,1.1744e-05,1.22e-07,4.187e-06
53052,1.7036e-05,1.21e-07,6.598e-06
53053,1.2982e-05,1.18e-07,3.779e-06
53054,1.7953e-05,1.24e-07,8.222e-06
53055,1.0261e-05,1.24e-07,4.169e-06
53056,1.399e-05,1.24e-07,3.892e-06
53057,1.4097e-05,1.23e-07,5.336e-06
53058,8.347e-06,1.2e-07,2.967e-06
53059,1.563e-05,1.28e-07,4.155e-06
53060,1.0142e-05,1.27e-07,4.214e-06
53061,1.1088e-05,1.25e-07,4.598e-06
53062,1.7766e-05,1.2e-07,7.436e-06
53063,1.4035e-05,1.19e-07,4.108e-06
53064,1.8161e-05,1.19e-07,7.069e-06
53065,9.487e-06,1.23e-07,4.489e-06
53066,1.3335e-05,1.21e-07,4.395e-06
53067,1.6882e-05,1.23e-07,6.146e-06
53068,1.6343e-05,1.23e-07,8.288e-06
53069,1.2007e-05,1.23e-07,3.952e-06
53070,1.3985e-05,1.24e-07,2.54e-06
53071,1.1623e-05,1.27e-07,4.207e-06
53072,1.6286e-05,1.16e-07,6.542e-06
53073,1.2619e-05,1.19e-07,3.795e-06
53074,1.3867e-05,1.17e-07,5.592e-06
53075,1.3545e-05,1.28e-07,5.32e-06
53076,1.5324e-05,1.19e-07,7.661e-06
53077,4.011e-06,1.2e-07,1.924e-06
53078,9.309e-06,1.22e-07,4.66e-06
53079,2.0072e-05,1.25e-07,7.322e-06
53080,1.3035e-05,1.2e-07,4.23e-06
53081,1.1229e-05,1.22e-07,4.566e-06
53082,1.535e-05,1.27e-07,4.253e-06
53083,1.052e-05,1.25e-07,3.393e-06
53084,1.3109e-05,1.23e-07,3.41e-06
53085,1.1252e-05,1.27e-07,4.248e-06
53086,1.0854e-05,1.19e-07,3.842e-06
53087,1.7372e-05,1.19e-07,5.662e-06
53088,1.0205e-05,1.22e-07,3.443e-06
53089,1.1159e-05,1.22e-07,4.156e-06
53090,1.3732e-05,1.29e-07,4.313e-06
53091,1.2996e-05,1.2e-07,4.524e-06
53092,1.7084e-05,1.21e-07,7.875e-06
53093,1.3616e-05,1.28e-07,4.885e-06
53094,1.2913e-05,1.26e-07,3.521e-06
53095,1.2467e-05,1.25e-07,3.9e-06
53096,1.1903e-05,1.15e-07,4.595e-06
53097,1.2054e-05,1.19e-07,3.36e-06
53098,7.238e-06,1.23e-07,2.441e-06
53099,1.4067e-05,1.2e-07,4.977e-06
53100,1.8347e-05,1.2e-07,5.028e-06
53101,2.3551e-05,1.28e-07,9.391e-06
53102,1.4617e-05,1.23e-07,4.023e-06
53103,1.4606e-05,1.31e-07,5.416e-06
53104,1.559e-05,1.24e-07,4.17e-06
53105,1.6211e-05,1.21e-07,6.35e-06
53106,1.1389e-05,1.22e-07,3.734e-06
53107,1.9212e-05,1.23e-07,6.398e-06
53108,9.384e-06,1.23e-07,3.288e-06
53109,1.4057e-05,1.2e-07,6.313e-06
53110,1.5067e-05,1.22e-07,5.421e-06
53111,1.3213e-05,1.23e-07,4.516e-06
53112,1.6552e-05,1.24e-07,6.632e-06
53113,2.2268e-05,1.24e-07,5.46e-06
53114,1.3933e-05,1.24e-07,4.938e-06
53115,1.3181e-05,1.25e-07,4.69e-06
53116,1.2794e-05,1.2e-07,4.864e-06
53117,1.1208e-05,1.18e-07,4.395e-06
53118,8.917e-06,1.21e-07,3.525e-06
53119,1.4174e-05,1.22e-07,4.27e-06
53120,1.1545e-05,1.28e-07,4.478e-06
53121,1.1844e-05,1.21e-07,4.111e-06
53122,1.3101e-05,1.19e-07,4.318e-06
53123,2.0093e-05,1.21e-07,5.365e-06
53124,1.2329e-05,1.23e-07,5.058e-06
53125,1.2167e-05,1.2e-07,4.18e-06
53126,1.2562e-05,1.24e-07,6.36e-06
53127,2.0951e-05,1.22e-07,3.833e-06
53128,1.6091e-05,1.18e-07,7e-06
53129,7.755e-06,1.22e-07,3.342e-06
53130,2.1381e-05,1.26e-07,6.112e-06
53131,1.3531e-05,1.2e-07,4.662e-06
53132,1.6371e-05,1.22e-07,5.183e-06
53133,1.1098e-05,1.22e-07,2.98e-06
53134,8.087e-06,1.24e-07,3.782e-06
53135,1.5464e-05,1.25e-07,6.898e-06
53136,1.9977e-05,1.25e-07,2.11e-06
53137,2.5709e-05,1.19e-07,1.1101e-05
53138,1.0423e-05,1.23e-07,4.213e-06
53139,2.2556e-05,1.22e-07,7.753e-06
53140,9.858e-06,1.24e-07,1.743e-06
53141,1.3587e-05,1.24e-07,4.578e-06
53142,1.4761e-05,1.2e-07,6.238e-06
53143,1.7184e-05,1.23e-07,6.65e-06
53144,2.0136e-05,1.2e-07,6.761e-06
53145,1.5666e-05,1.18e-07,5.853e-06
53146,8.372e-06,1.25e-07,3.764e-06
53147,1.5188e-05,1.21e-07,5.787e-06
53148,1.4261e-05,1.19e-07,6.227e-06
53149,1.389e-05,1.22e-07,4.607e-06
53150,1.9267e-05,1.24e-07,5.329e-06
53151,1.6e-05,1.2e-07,5.479e-06
53152,1.1393e-05,1.21e-07,5.362e-06
53153,1.5428e-05,1.25e-07,5.462e-06
53154,1.4446e-05,1.29e-07,5.167e-06
53155,1.1339e-05,1.21e-07,3.932e-06
53156,1.7233e-05,1.23e-07,5.031e-06
53157,1.5247e-05,1.32e-07,5.292e-06
53158,1.3611e-05,1.19e-07,5.269e-06
53159,1.4114e-05,1.25e-07,5.907e-06
53160,1.9433e-05,1.25e-07,5.387e-06
53161,1.2859e-05,1.19e-07,5.485e-06
53162,1.4653e-05,1.2e-07,4.277e-06
53163,1.584e-05,1.24e-07,6.327e-06
53164,1.5404e-05,1.19e-07,4.375e-06
53165,1.1098e-05,1.23e-07,5.508e-06
53166,1.2754e-05,1.2e-07,4.287e-06
53167,1.6332e-05,1.22e-07,5.04e-06
53168,1.201e-05,1.22e-07,3.306e-06
53169,1.3062e-05,1.28e-07,5.15e-06
53170,1.3077e-05,1.35e-07,2.594e-06
53171,1.5034e-05,1.22e-07,6.362e-06
53172,1.6525e-05,1.22e-07,6.775e-06
53173,1.3822e-05,1.2e-07,5.5e-06
53174,1.2204e-05,1.19e-07,4.618e-06
53175,1.5908e-05,1.23e-07,6.117e-06
53176,1.8022e-05,1.18e-07,5.369e-06
53177,1.0791e-05,1.29e-07,4.202e-06
53178,1.2878e-05,1.18e-07,4.576e-06
53179,1.2579e-05,1.22e-07,4.575e-06
53180,1.4577e-05,1.18e-07,2.059e-06
53181,1.3632e-05,1.2e-07,5.524e-06
53182,1.115e-05,1.22e-07,2.997e-06
53183,1.9277e-05,1.25e-07,8.279e-06
53184,1.536e-05,1.2e-07,5.411e-06
53185,1.1969e-05,1.26e-07,3.915e-06
53186,1.1247e-05,1.25e-07,3.463e-06
53187,1.6394e-05,1.29e-07,5.931e-06
53188,1.7462e-05,1.25e-07,6.763e-06
53189,1.2024e-05,1.17e-07,4.451e-06
53190,8.226e-06,1.21e-07,3.446e-06
53191,1.7868e-05,1.19e-07,5.489e-06
53192,1.1429e-05,1.18e-07,5.043e-06
53193,1.7172e-05,1.22e-07,4.302e-06
53194,2.0216e-05,1.26e-07,7.126e-06
53195,1.2062e-05,1.25e-07,4.596e-06
53196,1.1324e-05,1.24e-07,4.513e-06
53197,1.375e-05,1.23e-07,4.534e-06
53198,1.2137e-05,1.18e-07,3.739e-06
53199,1.5165e-05,1.21e-07,5.126e-06
53200,1.4313e-05,1.2e-07,5.998e-06
53201,1.276e-05,1.31e-07,2.067e-06
53202,1.7896e-05,1.26e-07,6.591e-06
53203,1.0093e-05,1.22e-07,3.455e-06
53204,1.0787e-05,1.24e-07,3.812e-06
53205,1.6958e-05,1.26e-07,5.114e-06
53206,1.6562e-05,1.18e-07,7.07e-06
53207,9.365e-06,1.27e-07,3.902e-06
53208,1.6477e-05,1.22e-07,5.752e-06
53209,1.9733e-05,1.25e-07,7.167e-06
53210,1.3531e-05,1.37e-07,5.979e-06
53211,1.5288e-05,1.3e-07,4.263e-06
53212,1.5656e-05,1.24e-07,6e-06
53213,1.3202e-05,1.24e-07,4.609e-06
53214,1.388e-05,1.22e-07,5.28e-06
53215,1.5144e-05,1.32e-07,4.965e-06
53216,1.4155e-05,1.19e-07,3.849e-06
53217,1.173e-05,1.28e-07,4.861e-06
53218,1.2344e-05,1.25e-07,4.634e-06
53219,1.8461e-05,1.27e-07,8.588e-06
53220,1.2922e-05,1.24e-07,5.607e-06
53221,1.4696e-05,1.3e-07,3.841e-06
53222,1.5078e-05,1.23e-07,4.603e-06
53223,1.2527e-05,1.22e-07,3.382e-06
53224,1.5643e-05,1.22e-07,3.392e-06
53225,1.2277e-05,1.22e-07,5.57e-06
53226,1.3349e-05,1.25e-07,6.19e-06
53227,1.0898e-05,1.21e-07,3.949e-06
53228,1.2685e-05,1.27e-07,5.75e-06
53229,1.2596e-05,1.21e-07,4.977e-06
53230,1.8381e-05,1.19e-07,4.557e-06
53231,1.8258e-05,1.23e-07,8.069e-06
53232,1.1014e-05,1.21e-07,5.165e-06
53233,1.4436e-05,1.25e-07,3.863e-06
53234,1.4876e-05,1.2e-07,5.377e-06
53235,1.4486e-05,1.24e-07,5.064e-06
53236,9.362e-06,1.19e-07,3.813e-06
53237,1.4268e-05,1.23e-07,5.003e-06
53238,1.0098e-05,1.2e-07,2.454e-06
53239,1.1344e-05,1.23e-07,4.659e-06
53240,1.9466e-05,1.26e-07,6.203e-06
53241,1.0774e-05,1.29e-07,4.954e-06
53242,1.8028e-05,1.29e-07,2.604e-06
53243,1.6482e-05,1.26e-07,6.969e-06
53244,1.3606e-05,1.22e-07,5.356e-06
53245,1.415e-05,1.23e-07,3.72e-06
53246,1.1733e-05,1.28e-07,5.022e-06
53247,1.8065e-05,1.26e-07,7.799e-06
53248,9.114e-06,1.22e-07,2.921e-06
53249,1.0984e-05,1.26e-07,4.612e-06
53250,1.1325e-05,1.3e-07,4.539e-06
53251,1.3589e-05,1.23e-07,3.394e-06
53252,9.883e-06,1.3e-07,4.908e-06
53253,1.1612e-05,1.24e-07,4.224e-06
53254,1.2132e-05,1.26e-07,4.108e-06
53255,1.0192e-05,1.24e-07,2.562e-06
53256,1.5543e-05,1.24e-07,5.244e-06
53257,1.2447e-05,1.24e-07,4.242e-06
53258,1.294e-05,1.26e-07,5.811e-06
53259,1.3975e-05,1.23e-07,5.691e-06
53260,1.7853e-05,1.18e-07,3.007e-06
53261,1.7319e-05,1.23e-07,7.425e-06
53262,8.645e-06,1.26e-07,3.762e-06
53263,1.5726e-05,1.21e-07,4.194e-06
53264,1.0789e-05,1.21e-07,4.191e-06
53265,8.524e-06,1.25e-07,3.096e-06
53266,1.3766e-05,1.25e-07,5.358e-06
53267,1.2184e-05,1.25e-07,3.134e-06
53268,2.0637e-05,1.26e-07,6.821e-06
53269,1.0901e-05,1.17e-07,5.074e-06
53270,1.5535e-05,1.23e-07,6.794e-06
53271,2.5788e-05,1.28e-07,7.177e-06
53272,2.024e-05,1.24e-07,6.93e-06
53273,1.7422e-05,1.31e-07,6.254e-06
53274,1.2225e-05,1.24e-07,4.59e-06
53275,1.0359e-05,1.25e-07,3.027e-06
53276,1.0264e-05,1.23e-07,3.429e-06
53277,1.1017e-05,1.3e-07,4.507e-06
53278,1.4304e-05,1.23e-07,5.165e-06
53279,1.438e-05,1.24e-07,6.633e-06
53280,1.4785e-05,1.2e-07,4.14e-06
53281,1.6241e-05,1.23e-07,6.8e-06
53282,1.1029e-05,1.22e-07,4.23e-06
53283,1.3393e-05,1.24e-07,5.798e-06
53284,1.8146e-05,1.22e-07,5.78e-06
53285,1.6613e-05,1.24e-07,7.588e-06
53286,1.6151e-05,1.25e-07,3.851e-06
53287,1.0677e-05,1.16e-07,3.825e-06
53288,1.8472e-05,1.32e-07,5.125e-06
53289,1.0804e-05,1.22e-07,4.544e-06
53290,1.4566e-05,1.23e-07,6.027e-06
53291,1.663e-05,1.25e-07,6.617e-06
53292,1.0986e-05,1.24e-07,5.17e-06
